Numéro de mesure,Longitude,Latitude,Position,Insee,Adresse,Complément,Code postal,Commune,Date de mesure,Mesure réalisée,Rapport,Conformité de la mesure,Niveau global,Type d'environnement,Laboratoire
25369,3.86500,43.63333,"03° 51' 54.00'' Est, 43° 37' 60.00'' Nord",34172,Place Eugène Bataillon,"Université Montpellier II, bâtiment 15, au 4ème étage, dans la salle 1/15/4/25.0",34000,MONTPELLIER,7/3/2012,En intérieur,FicheMesure25369.pdf,Oui,6.48,Lieu d'habitation,AEXPERTISE
25646,3.67611,43.39472,"03° 40' 34.00'' Est, 43° 23' 41.00'' Nord",34301,Rue du Pasteur Lucien Benoît,"Maison d'Enfants ADPEP, au 1er étage, dans le bureau du Directeur",34200,SETE,15/5/2012,En intérieur,FicheMesure25646.pdf,Oui,9.78,Lieu d'habitation,AEXPERTISE
25816,3.28889,43.24722,"03° 17' 20.00'' Est, 43° 14' 50.00'' Nord",34324,47 Boulevard Roger Audoux,"Résidence Le Méridien, au 3ème étage, chez M. BERTHEAS, dans la chambre parent",34350,VALRAS-PLAGE,13/6/2012,En intérieur,FicheMesure25816.pdf,Oui,6.45,Lieu d'habitation,AEXPERTISE
26225,3.87167,43.59139,"03° 52' 18.00'' Est, 43° 35' 29.00'' Nord",34172,2 Rue de Montjuich,"Résidence Lemasson, au 4ème étage, appartement n°209, chez M. DIAZ, dans le salon",34000,MONTPELLIER,21/8/2012,En intérieur,FicheMesure26225.pdf,Oui,9.78,Lieu d'habitation,AEXPERTISE
26335,3.68917,43.40917,"03° 41' 21.00'' Est, 43° 24' 33.00'' Nord",34301,19 Rue Jean Moulin,"Ecole Maternelle Louis Blanc,dans le réfectoire ,face à la fenêtre située à proximité de la porte donnant accès à la cour",34200,SETE,20/1/2012,En intérieur,FicheMesure26335.pdf,Oui,7.87,Lieu d'habitation,APAVE Sudeurope (CETE) Tassin la Demi-Lune
26337,3.68861,43.40944,"03° 41' 19.00'' Est, 43° 24' 34.00'' Nord",34301,21bis Rue Jean Moulin,"Côté rue S.Allende,2eme étage,salle 2 (Paganini) devant la fenêtre",34200,SETE,20/1/2012,En intérieur,FicheMesure26337.pdf,Oui,6.45,Lieu d'habitation,APAVE Sudeurope (CETE) Tassin la Demi-Lune
26338,3.69111,43.40972,"03° 41' 28.00'' Est, 43° 24' 35.00'' Nord",34301,19 Rue Danton,"Gynmase A.NAKACHE,au 1er niveau à proximité du comptoir du bar",34200,SETE,20/1/2012,En intérieur,FicheMesure26338.pdf,Oui,6.47,Lieu d'habitation,APAVE Sudeurope (CETE) Tassin la Demi-Lune
100892,3.88528,43.60833,"03° 53' 07.00'' Est, 43° 36' 30.00'' Nord",34172,1 Rue des Pertuisanes,,34000,MONTPELLIER,21/1/2013,En intérieur,Rapport public SM121202-R.pdf,Oui,10.57,"Commerce (Centre commercial, ?",AEXPERTISE
101724,3.85208,43.61286,"03° 51' 07.50'' Est, 43° 36' 46.30'' Nord",34172,25 Rue de Clémentville,,34070,MONTPELLIER,16/7/2013,En intérieur,Rapport public FM061301-R.pdf,Oui,15.5,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",AEXPERTISE
102228,3.86750,43.60917,"03° 52' 03.00'' Est, 43° 36' 33.00'' Nord",34172,Impasse Cantié,,34000,MONTPELLIER,28/3/2013,En intérieur,Rapport public OS021301-R.pdf,Oui,12.25,Lieu d'habitation,AEXPERTISE
102582,3.87889,43.60000,"03° 52' 44.00'' Est, 43° 36' 00.00'' Nord",34172,2 Boulevard de la Perruque,,34000,MONTPELLIER,20/12/2012,En intérieur,Rapport public SM111207-R.pdf,Oui,6.48,Lieu d'habitation,AEXPERTISE
102762,3.23086,43.35108,"03° 13' 51.10'' Est, 43° 21' 03.90'' Nord",34032,2 Rue Ferdinand de Lesseps,,34500,BEZIERS,17/12/2012,En intérieur,Rapport public OM111206-R.pdf,Oui,6.47,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",AEXPERTISE
102763,3.87197,43.59194,"03° 52' 19.10'' Est, 43° 35' 31.00'' Nord",34172,2 Rue du Tibidabo,,34000,MONTPELLIER,27/11/2012,En intérieur,Rapport public OM111203-R.pdf,Oui,9.58,Lieu d'habitation,AEXPERTISE
103186,3.91250,43.62306,"03° 54' 45.00'' Est, 43° 37' 23.00'' Nord",34057,235 Rue Hélène Boucher,,34170,CASTELNAU-LE-LEZ,26/11/2012,En intérieur,Rapport public SM111201-R.pdf,Oui,6.45,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",AEXPERTISE
103308,3.89084,43.60785,"03° 53' 27.03'' Est, 43° 36' 28.24'' Nord",34172,50 Place Zeus,,34000,MONTPELLIER,11/7/2013,En intérieur,C205R01PUB.pdf,Oui,8.78,Locaux professionnels non accessibles au public,EXEM
103374,3.21431,43.34333,"03° 12' 51.52'' Est, 43° 20' 36.00'' Nord",34032,3 Rue Mairan,,34500,BEZIERS,23/5/2013,En intérieur,C143R01PUB.pdf,Oui,6.48,Lieu d'habitation,EXEM
105227,3.67611,43.39458,"03° 40' 34.00'' Est, 43° 23' 40.50'' Nord",34301,Rue du Pasteur Lucien Benoit,,34200,SETE,21/1/2013,En intérieur,Rapport public FM111217-R.pdf,Oui,7.87,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",AEXPERTISE
105238,4.00389,43.62528,"04° 00' 14.00'' Est, 43° 37' 31.00'' Nord",34154,Route de Vendargues,,34130,MAUGUIO,11/4/2013,En intérieur,Rapport public FM031303-R.pdf,Oui,8.88,Locaux professionnels non accessibles au public,AEXPERTISE
105239,4.00389,43.62528,"04° 00' 14.00'' Est, 43° 37' 31.00'' Nord",34154,Route de Vendargues,,34130,MAUGUIO,11/4/2013,En intérieur,Rapport public FM031303-R.pdf,Oui,9.58,Locaux professionnels non accessibles au public,AEXPERTISE
105240,4.00389,43.62528,"04° 00' 14.00'' Est, 43° 37' 31.00'' Nord",34154,Route de Vendargues,,34130,MAUGUIO,11/4/2013,En intérieur,Rapport public FM031303-R.pdf,Oui,6.55,Locaux professionnels non accessibles au public,AEXPERTISE
105241,4.00389,43.62528,"04° 00' 14.00'' Est, 43° 37' 31.00'' Nord",34154,Route de Vendargues,,34130,MAUGUIO,11/4/2013,En intérieur,Rapport public FM031303-R.pdf,Oui,7.88,Locaux professionnels non accessibles au public,AEXPERTISE
108132,3.84740,43.68687,"03° 50' 50.65'' Est, 43° 41' 12.74'' Nord",34247,80 Allée des Mejanelles,,34980,SAINT-CLEMENT-DE-RIVIERE,12/2/2014,En intérieur,R_SO008_1_1PUB.pdf,Oui,6.66,Lieu d'habitation,EXEM
109361,3.83603,43.63950,"03° 50' 09.70'' Est, 43° 38' 22.20'' Nord",34172,245 Rue de la Galéra,,34000,MONTPELLIER,6/2/2014,En intérieur,Rapport public OS011402-R.pdf,Oui,6.02,Locaux professionnels non accessibles au public,AEXPERTISE
113383,3.74661,43.44271,"03° 44' 47.79'' Est, 43° 26' 33.77'' Nord",34108,19 Rue du Grenache,,34110,FRONTIGNAN,12/2/2014,En intérieur,R_SO073_1_1PUB.pdf,Oui,6.47,Lieu d'habitation,EXEM
113851,3.23246,43.34387,"03° 13' 56.84'' Est, 43° 20' 37.94'' Nord",34032,18 Rue Dupuytren,,34500,BEZIERS,25/2/2014,En intérieur,R_SO122_1_1PUB.pdf,Oui,7.78,Lieu d'habitation,EXEM
113852,3.20817,43.35018,"03° 12' 29.42'' Est, 43° 21' 00.66'' Nord",34032,11 Impasse André Dauchez,,34500,BEZIERS,25/2/2014,En intérieur,R_SO122_1_2PUB.pdf,Oui,9.98,Lieu d'habitation,EXEM
114027,3.48530,43.48087,"03° 29' 07.08'' Est, 43° 28' 51.13'' Nord",34162,7 Rue de la boucherie,,34530,MONTAGNAC,19/3/2014,En intérieur,R_SO185_1_1PUB.pdf,Oui,6.78,Lieu d'habitation,EXEM
114230,3.82106,43.57779,"03° 49' 15.80'' Est, 43° 34' 40.06'' Nord",34270,1 Rue Frédérico Garcia Lorca,,34430,SAINT-JEAN-DE-VEDAS,1/4/2014,En intérieur,R_SO248_1_1PUB.pdf,Oui,7.87,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
114501,3.87082,43.60630,"03° 52' 14.95'' Est, 43° 36' 22.68'' Nord",34172,88 Rue de la 32ème,,34264,MONTPELLIER,5/5/2014,En intérieur,R_SO344_1_1PUB.pdf,Oui,9.84,Locaux professionnels non accessibles au public,EXEM
114503,3.23444,43.22041,"03° 14' 03.97'' Est, 43° 13' 13.46'' Nord",34329,Avenue du Port - Capitainerie,,34350,VENDRES,5/5/2014,En intérieur,R_SO345_1_1PUB.pdf,Oui,9.99,Locaux professionnels non accessibles au public,EXEM
114611,3.70006,43.51167,"03° 42' 00.21'' Est, 43° 30' 42.00'' Nord",34165,8 Rue des Peupliers,,34560,MONTBAZIN,19/5/2014,En intérieur,R_SO376_1_1PUB.pdf,Oui,10.25,Lieu d'habitation,EXEM
114624,3.96216,43.58957,"03° 57' 43.78'' Est, 43° 35' 22.43'' Nord",34154,Aéropole logistique et FRET,,34130,MAUGUIO,20/5/2014,En intérieur,R_SO404_1_1PUB.pdf,Oui,7.84,Locaux professionnels non accessibles au public,EXEM
114903,3.87815,43.75878,"03° 52' 41.33'' Est, 43° 45' 31.61'' Nord",34276,23 Rue des érables,,34270,SAINT-MATHIEU-DE-TREVIERS,12/6/2014,En intérieur,R_SO529_1_1PUB.pdf,Oui,9.99,Lieu d'habitation,EXEM
114925,3.87831,43.75868,"03° 52' 41.91'' Est, 43° 45' 31.25'' Nord",34276,21 Rue des Erables,,34270,SAINT-MATHIEU-DE-TREVIERS,12/6/2014,En intérieur,R_SO502_1_2PUB.pdf,Oui,8.85,Lieu d'habitation,EXEM
115133,3.70826,43.93656,"03° 42' 29.75'' Est, 43° 56' 11.60'' Nord",34111,30 Rue Nouzeran Chevas,,34190,GANGES,1/7/2014,En intérieur,R_SO537_1_1PUB.pdf,Oui,7.77,Lieu d'habitation,EXEM
115225,3.90757,43.65666,"03° 54' 27.26'' Est, 43° 39' 23.98'' Nord",34120,10 Rue du Mas Neuf,,34830,JACOU,9/7/2014,En intérieur,R_SO583_1_1PUB.pdf,Oui,6.65,Lieu d'habitation,EXEM
115456,3.89133,43.60802,"03° 53' 28.78'' Est, 43° 36' 28.86'' Nord",34172,50 Place Zeus,,34961,MONTPELLIER,29/7/2014,En intérieur,R_SO673_1_1PUB.pdf,Oui,8.87,Locaux professionnels non accessibles au public,EXEM
115853,3.21458,43.34346,"03° 12' 52.47'' Est, 43° 20' 36.46'' Nord",34032,20 Rue du 4 septembre,,34500,BEZIERS,11/8/2014,En intérieur,R_SO726_1_1PUB.pdf,Oui,9.78,Lieu d'habitation,EXEM
115857,3.21458,43.34346,"03° 12' 52.47'' Est, 43° 20' 36.46'' Nord",34032,20 Rue du 4 septembre,,34500,BEZIERS,11/8/2014,En intérieur,R_SO723_1_1PUB.pdf,Oui,6.84,Lieu d'habitation,EXEM
115859,3.21458,43.34346,"03° 12' 52.47'' Est, 43° 20' 36.46'' Nord",34032,20 Rue du 4 septembre,,34500,BEZIERS,11/8/2014,En intérieur,R_SO723_1_3PUB.pdf,Oui,7.88,Lieu d'habitation,EXEM
115863,3.21458,43.34346,"03° 12' 52.47'' Est, 43° 20' 36.46'' Nord",34032,20 Rue du 4 septembre,,34500,BEZIERS,11/8/2014,En intérieur,R_SO723_1_2PUB.pdf,Oui,8.88,Lieu d'habitation,EXEM
116139,3.67927,43.62566,"03° 40' 45.38'' Est, 43° 37' 32.36'' Nord",34282,39 Chemin de l'ancienne voie ferrée,,34570,SAINT-PAUL-ET-VALMALLE,1/9/2014,En intérieur,R_SO795_1_1PUB.pdf,Oui,8.78,Lieu d'habitation,EXEM
117591,3.83078,43.54838,"03° 49' 50.82'' Est, 43° 32' 54.16'' Nord",34337,770 Avenue du Moulin de la Jasse,,34750,VILLENEUVE-LES-MAGUELONE,31/10/2014,En intérieur,R_SO1048_1_1PUB.pdf,Oui,6.95,Lieu d'habitation,EXEM
117646,3.69640,43.41252,"03° 41' 47.04'' Est, 43° 24' 45.07'' Nord",34301,78 Place Cambon,,34200,SETE,31/10/2014,En intérieur,R_SO785_1_2PUB.pdf,Oui,7.84,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
117797,3.88058,43.60451,"03° 52' 50.10'' Est, 43° 36' 16.22'' Nord",34172,Place August Gibert,,34011,MONTPELLIER,30/10/2014,En intérieur,R_SO785_1_1PUB.pdf,Oui,6.45,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
118204,3.81814,43.63628,"03° 49' 05.29'' Est, 43° 38' 10.60'' Nord",34172,28 Avenue RAIMBAUD D'ORANGE,,34000,MONTPELLIER,5/3/2013,En intérieur,2 600 375_1_1 - Montpellier - casA - PUBLIC.pdf,Oui,6.10,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",BUREAU VERITAS
118276,3.46626,43.31706,"03° 27' 58.53'' Est, 43° 19' 01.41'' Nord",34003,Rue de la Digue,,34300,AGDE,4/11/2014,En intérieur,R_SO785_1_3PUB.pdf,Oui,6.45,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
118283,3.21891,43.33648,"03° 13' 08.07'' Est, 43° 20' 11.32'' Nord",34032,14 Boulevard de Verdun,,34500,BEZIERS,5/11/2014,En intérieur,R_SO785_1_4PUB.pdf,Oui,6.97,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
118339,3.23268,43.33673,"03° 13' 57.64'' Est, 43° 20' 12.23'' Nord",34032,16 Rue Louis Paulhan,,34500,BEZIERS,19/11/2014,En intérieur,R_SO1142_1_1PUB.pdf,Oui,8.88,Lieu d'habitation,EXEM
118422,3.93892,43.65192,"03° 56' 20.09'' Est, 43° 39' 06.92'' Nord",34090,1 Avenue des Cévènnes,,34920,LE CRES,20/11/2014,En intérieur,R_SO1043_1_1PUB.pdf,Oui,6.95,Lieu d'habitation,EXEM
118487,3.22762,43.35301,"03° 13' 39.44'' Est, 43° 21' 10.85'' Nord",34032,Rue du Rouat,,34500,BEZIERS,20/11/2014,En intérieur,R_SO1097_1_1PUB.pdf,Oui,8.44,Locaux professionnels non accessibles au public,EXEM
118549,3.86404,43.64828,"03° 51' 50.56'' Est, 43° 38' 53.80'' Nord",34172,3191 Route de Mende,,34093,MONTPELLIER,20/11/2014,En intérieur,R_SO1158_1_1PUB.pdf,Oui,6.08,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
118563,3.85621,43.61099,"03° 51' 22.36'' Est, 43° 36' 39.55'' Nord",34172,36 Boulevard Benjamin Milhau,,34070,MONTPELLIER,27/11/2014,En intérieur,R_SO1194_1_2PUB.pdf,Oui,6.09,Lieu d'habitation,EXEM
118564,3.94562,43.56983,"03° 56' 44.22'' Est, 43° 34' 11.39'' Nord",34198,7 Rue du château d'eau,,34470,PEROLS,27/11/2014,En intérieur,R_SO1229_1_1PUB.pdf,Oui,8.78,Lieu d'habitation,EXEM
118768,3.94541,43.56999,"03° 56' 43.48'' Est, 43° 34' 11.97'' Nord",34198,8 Rue du Château d'eau,,34470,PEROLS,10/12/2014,En intérieur,R_SO1257_1_1PUB.pdf,Oui,9.45,Lieu d'habitation,EXEM
119106,3.23196,43.33620,"03° 13' 55.04'' Est, 43° 20' 10.32'' Nord",34032,28 Rue Jean Mermoz,,34500,BEZIERS,7/1/2015,En intérieur,R_SO1261_1_2PUB.pdf,Oui,6.45,Lieu d'habitation,EXEM
119116,3.23248,43.33795,"03° 13' 56.94'' Est, 43° 20' 16.62'' Nord",34032,3 Rue Georges Guynemer,,34500,BEZIERS,7/1/2015,En intérieur,R_SO1261_1_1PUB.pdf,Oui,9.84,Lieu d'habitation,EXEM
119188,3.87988,43.61821,"03° 52' 47.57'' Est, 43° 37' 05.56'' Nord",34172,11 Rue Louis Frédéric Rouquette,,34090,MONTPELLIER,13/1/2015,En intérieur,R_SO1342_1_1PUB.pdf,Oui,8.48,Lieu d'habitation,EXEM
119198,3.89378,43.62931,"03° 53' 37.60'' Est, 43° 37' 45.50'' Nord",34172,87 Rue de la Draye,,34090,MONTPELLIER,13/1/2015,En intérieur,R_SO1342_1_2PUB.pdf,Oui,9.45,Lieu d'habitation,EXEM
119505,3.05374,43.32802,"03° 03' 13.46'' Est, 43° 19' 40.85'' Nord",34052,5 Rue des cigales,,34310,CAPESTANG,9/2/2015,En intérieur,R_SO1461_1_1PUB.pdf,Oui,10.02,Lieu d'habitation,EXEM
119513,3.90611,43.57252,"03° 54' 22.00'' Est, 43° 34' 21.06'' Nord",34129,Rue de la Martillière,,34970,LATTES,29/1/2015,En intérieur,R_SO1404_1_1PUB.pdf,Oui,11.05,Lieu d'habitation,EXEM
119867,4.01243,43.61586,"04° 00' 44.74'' Est, 43° 36' 57.11'' Nord",34154,20 Boulevard de la République,,34130,MAUGUIO,18/3/2014,En intérieur,R_SO186_1_1PUB.pdf,Oui,9.95,Lieu d'habitation,EXEM
119871,3.87196,43.59186,"03° 52' 19.07'' Est, 43° 35' 30.68'' Nord",34172,2 Rue Tibidabo,,34070,MONTPELLIER,20/5/2014,En intérieur,R_SO425_1_1PUB.pdf,Oui,8.77,Lieu d'habitation,EXEM
119881,3.22127,43.35155,"03° 13' 16.58'' Est, 43° 21' 05.58'' Nord",34032,9 Rue Lamarck,,34500,BEZIERS,25/2/2014,En intérieur,R_SO121_1_1PUB.pdf,Oui,7.65,Lieu d'habitation,EXEM
119908,3.69937,43.39963,"03° 41' 57.72'' Est, 43° 23' 58.67'' Nord",34301,18 Rue Martin,,34200,SETE,19/3/2014,En intérieur,R_SO201_1_1PUB.pdf,Oui,8.88,Lieu d'habitation,EXEM
119919,3.28322,43.28227,"03° 16' 59.59'' Est, 43° 16' 56.17'' Nord",34299,3 Chemin de l'Airoule,,34410,SERIGNAN,31/3/2014,En intérieur,R_SO161_1_1PUB.pdf,Oui,9.99,Lieu d'habitation,EXEM
119930,3.87436,43.61961,"03° 52' 27.70'' Est, 43° 37' 10.61'' Nord",34172,3 Rue des Abeilles,,34090,MONTPELLIER,20/5/2014,En intérieur,R_SO403_1_1PUB.pdf,Oui,10.54,Lieu d'habitation,EXEM
120037,3.88326,43.60360,"03° 52' 59.74'' Est, 43° 36' 12.97'' Nord",34172,11 Rue Louis Figuier,,34000,MONTPELLIER,5/3/2015,En intérieur,R_SO1472_1_1PUB.pdf,Oui,6.8,Lieu d'habitation,EXEM
120044,3.23160,43.35062,"03° 13' 53.76'' Est, 43° 21' 02.23'' Nord",34032,4 Rue Ferdinand de Lesseps,,34500,BEZIERS,6/3/2015,En intérieur,R_SO1506_1_2PUB.pdf,Oui,7.95,Lieu d'habitation,EXEM
120098,3.23693,43.34559,"03° 14' 12.93'' Est, 43° 20' 44.13'' Nord",34032,7 Avenue Pierre Verdier,,34500,BEZIERS,6/3/2015,En intérieur,R_SO1505_1_1PUB.pdf,Oui,8.48,Lieu d'habitation,EXEM
120307,3.86998,43.60596,"03° 52' 11.93'' Est, 43° 36' 21.45'' Nord",34172,14 Rue Toiras,,34000,MONTPELLIER,21/7/2014,En intérieur,R_SO652_1_1PUB.pdf,Oui,9.78,Lieu d'habitation,EXEM
120359,3.23346,43.33568,"03° 14' 00.45'' Est, 43° 20' 08.44'' Nord",34032,11 Rue E.Sera,,34500,BEZIERS,17/3/2015,En intérieur,R_SO1557_1_1PUB.pdf,Oui,9.2,Lieu d'habitation,EXEM
120578,3.11202,43.38970,"03° 06' 43.27'' Est, 43° 23' 22.92'' Nord",34069,7 Lotissement les Hameaux,,34370,CAZOULS-LES-BEZIERS,2/4/2015,En intérieur,R_SO1602_1_1PUB.pdf,Oui,10.9,Lieu d'habitation,EXEM
120847,3.86767,43.53490,"03° 52' 03.60'' Est, 43° 32' 05.63'' Nord",34337,18 Rue du Courlis,,34750,VILLENEUVE-LES-MAGUELONE,21/4/2015,En intérieur,R_SO1670_1_1PUB.pdf,Oui,9.78,Lieu d'habitation,EXEM
121014,3.99930,43.70807,"03° 59' 57.48'' Est, 43° 42' 29.04'' Nord",34307,4 Rue de la Fontaine Blanche,,34160,SUSSARGUES,27/4/2015,En intérieur,R_SO1702_1_1PUB.pdf,Oui,6.55,Lieu d'habitation,EXEM
121035,3.93682,43.58880,"03° 56' 12.55'' Est, 43° 35' 19.68'' Nord",34154,210 Rue Saint-Exupéry,,34130,MAUGUIO,27/4/2015,En intérieur,R_SO1700_1_1PUB.pdf,Oui,6.45,Locaux professionnels non accessibles au public,EXEM
121068,3.72888,43.89005,"03° 43' 43.97'' Est, 43° 53' 24.18'' Nord",34005,Hameau de Valrac,,34190,AGONES,28/4/2015,En intérieur,R_SO1751_1_1PUB.pdf,Oui,7.77,Lieu d'habitation,EXEM
121072,3.66365,43.40223,"03° 39' 49.15'' Est, 43° 24' 08.04'' Nord",34301,114 Rue Benjamin Roger,,34200,SETE,29/4/2015,En intérieur,R_SO1765_1_1PUB.pdf,Oui,8.87,Lieu d'habitation,EXEM
121279,3.81696,43.62243,"03° 49' 01.07'' Est, 43° 37' 20.76'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,11/5/2015,En intérieur,R_SO1759_1_4PUB.pdf,Oui,6.48,Lieu d'habitation,EXEM
121285,3.81695,43.62238,"03° 49' 01.01'' Est, 43° 37' 20.57'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,11/5/2015,En intérieur,R_SO1759_1_5PUB.pdf,Oui,7.88,Lieu d'habitation,EXEM
121288,3.81694,43.62239,"03° 49' 00.98'' Est, 43° 37' 20.59'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,11/5/2015,En intérieur,R_SO1759_1_6PUB.pdf,Oui,8.88,Lieu d'habitation,EXEM
121349,3.81765,43.62236,"03° 49' 03.55'' Est, 43° 37' 20.51'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1758_1_1PUB.pdf,Oui,10.74,Lieu d'habitation,EXEM
121350,3.81713,43.62185,"03° 49' 01.68'' Est, 43° 37' 18.67'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1759_1_3PUB.pdf,Oui,11.14,Lieu d'habitation,EXEM
121357,3.81716,43.62185,"03° 49' 01.76'' Est, 43° 37' 18.67'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1759_1_2PUB.pdf,Oui,8.88,Lieu d'habitation,EXEM
121361,3.81733,43.62196,"03° 49' 02.39'' Est, 43° 37' 19.06'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1759_1_1PUB.pdf,Oui,6.55,Lieu d'habitation,EXEM
121363,3.81646,43.62214,"03° 48' 59.24'' Est, 43° 37' 19.70'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1832_1_1PUB.pdf,Oui,6.09,Lieu d'habitation,EXEM
10148,3.60750,43.42583,"03° 36' 27.00'' Est, 43° 25' 33.00'' Nord",34157,4 Rue Pierre Auguste Massaloup,"3ème étage, sur la terrasse à gauche",34140,MEZE,9/1/2007,En extérieur,FicheMesure10148.pdf,Oui,7.2,Divers,EMITECH-Montigny le Bretonneux
10669,3.88083,43.61611,"03° 52' 51.00'' Est, 43° 36' 58.00'' Nord",34172,Rue Lakanal,"Sur le trottoir, devant l'entrée du collège catholique La Salle.",34080,MONTPELLIER,7/3/2007,En extérieur,FicheMesure10669.pdf,Oui,8.78,Rue / Route / Parking,CSTB - Saint Martin d'Heres
10675,3.73889,43.79167,"03° 44' 20.00'' Est, 43° 47' 30.00'' Nord",34274,"Camping ""le Pic Saint Loup"", route du Pic Saint Loup","Sur le terrain de jeu, à côté de la terrasse du bar, à l'entrée du camping.",34380,SAINT-MARTIN-DE-LONDRES,8/3/2007,En extérieur,FicheMesure10675.pdf,Oui,9.47,Rue / Route / Parking,CSTB - Saint Martin d'Heres
10676,3.74028,43.79250,"03° 44' 25.00'' Est, 43° 47' 33.00'' Nord",34274,"Campind ""Pic Saint Loup"", route du Pic Saint Loup","Au croisement des deux chemins qui font le tour du camping, au fond du camping.",34380,SAINT-MARTIN-DE-LONDRES,8/3/2007,En extérieur,FicheMesure10676.pdf,Oui,10.47,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11186,3.82778,43.61361,"03° 49' 40.00'' Est, 43° 36' 49.00'' Nord",34172,Square Louis Carles,"Entre les deux bancs, devant l'école maternelle Pape Carpantier",34080,MONTPELLIER,18/4/2007,En extérieur,FicheMesure11186.pdf,Oui,8.88,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11187,3.82944,43.61139,"03° 49' 46.00'' Est, 43° 36' 41.00'' Nord",34172,2 Allée des Grèzes - Résidence Les Oliviers,"Devant le banc, au milieu de la cour de la résidence.",34080,MONTPELLIER,18/4/2007,En extérieur,FicheMesure11187.pdf,Oui,9.78,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11188,3.82972,43.61194,"03° 49' 47.00'' Est, 43° 36' 43.00'' Nord",34172,Rue de la Croix,"A côté de la croix, derrière la résidence ""Les Oliviers"", rue de la Croix.",34080,MONTPELLIER,7/3/2007,En extérieur,FicheMesure11188.pdf,Oui,8.77,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11664,3.88556,43.58306,"03° 53' 08.00'' Est, 43° 34' 59.00'' Nord",34172,746 Avenue du Marché de la Gare,"sur le parking, à l'angle de la maison côté salon de Mme Gimenez",34070,MONTPELLIER,26/7/2007,En extérieur,FicheMesure11664.pdf,Oui,9.99,Rue / Route / Parking,AEXPERTISE
11813,3.85528,43.62222,"03° 51' 19.00'' Est, 43° 37' 20.00'' Nord",34172,Avenue du père Soulas,"Sur le parking, derrière le bâtiment E de la résidence ""le Cervantes""",34000,MONTPELLIER,1/8/2007,En extérieur,FicheMesure11813.pdf,Oui,10.01,Rue / Route / Parking,CSTB - Saint Martin d'Heres
11814,3.85556,43.62306,"03° 51' 20.00'' Est, 43° 37' 23.00'' Nord",34172,1146 Avenue du père Soulas,A l'entrée du parking visiteur de l'institut de formation des écoles,34000,MONTPELLIER,1/8/2007,En extérieur,FicheMesure11814.pdf,Oui,7.88,Rue / Route / Parking,CSTB - Saint Martin d'Heres
12512,4.10139,43.56472,"04° 06' 05.00'' Est, 43° 33' 53.00'' Nord",34344,382 Rue Saint Louis,Les mesures ont été effectuées au niveau de la terrasse extérieure de l'appartement de M. THIBAULT,34280,LA GRANDE-MOTTE,7/1/2008,En extérieur,FicheMesure12512.pdf,Oui,6.89,Divers,APAVE Sudeurope (CETE) Tassin la Demi-Lune
